Content,Sentiment
"['go', 'sleep', 'gon', 'na', 'fall', 'asleep', 'play', 'app', 'tmrw', 'go', 'suck']",sadness
"['thabillcollecta', 'yea', 'get', 'ta', '730']",neutral
"['hate', 'bf', 'beat', 'da', 'dog', 'guess', 'way', 'teach', 'pitt']",hate
"['sprain', 'ankl', 'like', 'realli', 'bad', 'tear', 'stuff', 'hurt', 'birthday', 'weekend']",worry
"['cant', 'believ', 'metal', 'gear', 'solid', 'song', 'steal', 'im', 'disappoint', 'httpbitlyykksu']",sadness
"['think', 'may', 'break', 'toe', 'bar', 'tonightthank', 'drink', 'girl', 'steppin']",hate
"['one', 'sale', 'do', 'today', 'work', 'explor', 'balconi', 'big', 'theater', 'w', 'cowork', 'fun', 'day', 'void', 'chili', 'fri', 'tip']",neutral
"['maczombierawr', 'wish', 'leave', '4', 'dead', 'first', 'id', 'need', 'someth', 'play']",sadness
['sillybabyjuli'],neutral
"['digeni', 'stori', 'remind', 'live', 'portug']",neutral
"['jhick', 'your', 'diabet', 'dad', 'amp', 'might', 'sure', 'still', 'allow', 'eat', 'sugar', 'throughout', 'day']",neutral
"['spill', 'beer', 'leg', 'wast', 'half', 'beer', 'home', 'meet', 'cute', 'girl', 'good', 'convers']",happiness
"['roommat', 'tess_tickl', 'love', 'ignor']",hate
"['superfiasco', 'ill', 'make', 'nacho', 'tomorrow', 'better', 'would', 'make']",neutral
"['mydailyroutin', 'yeahhh', 'ampdont', 'judg', 'pillow']",neutral
"['scari', 'lightn', 'thunder', 'im', 'glad', 'go', 'sleep', 'hope', 'im', 'late', 'school', 'tomorow', 'haha']",relief
"['teeth', 'head', 'hurt']",sadness
"['hate', 'rob', 'zombi', 'movi', 'amp', 'smell', 'weed', 'vommmm']",sadness
"['jcwentz', 'math', 'scienc', 'strongest', 'thinkdunno', 'bout', 'geographi', 'like', '1', 'day', 'studi', '12', 'year', 'work']",hate
"['wait', 'line', 'tryst']",boredom
"['hope', 'get', 'job', 'cuz', 'need', 'apart', 'im', 'drink', 'amp', 'miss', 'lil', 'punkin', 'tehe']",worry
"['get', 'home', 'want', 'read', 'last', 'chaper', 'break', 'dawn', 'caus', 'dont', 'want', 'beover']",worry
"['need', 'hold', 'gnite']",worry
"['hang', 'sam', 'billi', 'veronica', 'go', 'school', 'tomorrow', 'take', 'sam', 'bodi', 'shop', 'dang', 'car', 'accid']",worry
"['arrest', 'develop', 'sad']",sadness
"['giggles_xo', 'wick', 'time', 'leav', 'come', 'cant', 'stay', 'night']",neutral
"['omg', 'keep', 'lose', 'follow', 'sad', 'want', '90', 'one', 'daythat', 'goal']",sadness
"['feel', 'deflat', 'doggi']",sadness
"['blood_rain', 'wan', 'na', 'see', 'hair', 'how', 'everyon']",worry
"['empti', 'trash', 'mac', 'one', 'difficult', 'thing', 'ever', 'do', 'life', '8000', 'pictur', 'go']",sadness
"['im', 'contact', 'paw', 'philippin', 'find', 'quottigerquot', 'new', 'owner', 'im', 'sad', 'love', 'dog', 'soo', 'much']",sadness
"['get', 'home', 'want', 'read', 'last', 'chaper', 'break', 'dawn', 'caus', 'dont', 'want']",sadness
"['aww', 'pray', 'arroyo', 'famili', 'everyon']",worry
"['the_babsi', 'there', 'manual', 'process', 'take', '4ever', 'outlook', 'databas', 'pffff', 'crappi', 'msft', 'product']",neutral
"['fuuudg', 'movi', 'store', 'close']",sadness
"['alo', 'sad', 'quiet', 'empti', 'tonight']",sadness
"['meganmansyn', 'hahahaha', 'horribl', 'other', 'sing', 'im', 'sure', 'could', 'work', 'wish', 'could', 'afford', 'drum', 'set']",hate
"['wuzzyangel', 'never', 'answer', 'dm', 'send', 'need', 'info']",worry
"['tri', 'get', 'pilot', 'first', 'season', 'friday', 'night', 'light', 'oh', 'gosh', 'pass', 'tissu']",worry
"['mona26', 'aw', 'head', 'cancel', 'trip', 'aussi']",sadness
"['cystic', 'lacrim', 'infectect', 'eye', 'face', 'swell', 'hurt']",worry
"['jose3030', 'didnt', 'think', 'anyon', 'catch']",worry
"['need', 'sleep', 'im', 'even', 'tire']",empty
['0'],empty
"['oh', 'nevermind', 'think', 'thing', 'unsalvag']",neutral
"['lyin', 'bed', 'faaaaar', 'earli']",neutral
"['sad', 'christian', 'lacroix', 'file', 'bankruptci']",sadness
"['dont', 'feel', 'good', 'fuckkk']",sadness
"['agre', 'work', 'doubl', 'shift']",boredom
"['look', 'like', 'ill', 'never', 'go', 'zoo']",worry
"['djvinceadam', 'ohh', 'poor', 'girl', 'ill', 'email', 'reli', 'octob', 'mr']",worry
"['medhurst', 'play']",neutral
"['moss1982', 'bad', 'time']",worry
"['aarrgghh', 'fuka', 'hose', 'leak', 'water', 'new', 'float', 'floor']",hate
"['go', 'dread', 'dmv', 'tomorrow']",sadness
"['duncm', 'im', 'bite', 'ben', 'thai']",neutral
"['english', 'class', 'work', 'interact', 'oral']",happiness
"['sharonhay', 'thank', 'rec', 'doesnt', 'work']",worry
"['dmoneymania', 'im', 'sorri', 'excit', 'tomorrow', 'night', 'karaok', 'get', 'anyth', 'special', 'bday']",neutral
"['puppi', 'gizmo', 'h8s', 'haha', 'still', 'growl', 'alway', 'look', 'back', 'long', 'prupl', 'scar', 'fingi']",worry
"['dont', 'know', 'ima', 'work', 'tomorrow', 'wit', 'bodi', 'dis', 'sore', 'ugh']",worry
"['711', 'wo']",neutral
"['becje', 'yeah', 'plus', 'littl', 'far', 'walk', 'pinocchio', 'sushi']",neutral
"['im', 'feel', 'pressur', 'head', 'alway', 'kick', 'nasti', 'headach', 'im', 'look', 'forward']",worry
"['taylor', 'swift', 'joe', 'jona', 'look', 'realli', 'good', 'togeth', 'im', 'kinda', 'sad', 'break']",sadness
"['im', 'suppos', 'turn', 'sentenc', 'outlin', 'research', 'paper', 'within', 'hour', 'onlin', 'neck', 'hurt']",worry
"['ladi', 'across', 'way', 'miscarriag', 'say', 'prayer']",worry
"['god', 'want', 'sleep']",sadness
"['ksutt11', 'ohhhh', 'thunderstormsboo', 'alway', 'make', 'power', 'go']",hate
"['feel', 'deflat', 'doggi']",worry
"['find', 'book', 'start', 'real', 'paperbound', 'journal', 'tonight', 'annoy', 'zit', 'lip', 'make', 'look', 'like', 'herp']",sadness
"['ratt', 'rock', 'nashvill', 'toniteon', 'thing', 'suck', 'encor', 'like', '80s', 'still', 'fun', 'show', 'pearci', 'hott', 'bad', 'boy', 'look']",hate
"['feel', 'bad', 'get', 'bad', 'news', 'mum']",worry
"['realblackwidow', 'dun', 'wan', 'na']",sadness
"['imjustlalayon', 'damn', 'girl', 'im', 'ya', 'get', 'ta', 'let', 'know', 'get', 'kit', 'togeth', 'amp', 'get', 'flyer', 'next', 'weekend', 'iquotm']",sadness
"['justinodom', 'dbl', 'booooooo', 'sick', 'flippin', 'blow', 'bahaha', 'kno', 'dont', 'mani', 'friend', 'either', 'feel', 'lame', 'haha']",sadness
"['brettyrock', 'that', 'think', 'time', 'gon', 'na', '1']",neutral
"['peep', 'still', 'fun', 'time', 'get', 'ta', 'sleep', 'tho', 'work', 'cool', 'hot', 'chick', 'none', 'cool', '____________', 'miss']",neutral
"['dont', 'feel', 'like', 'work', 'think', 'tweet', 'often']",worry
"['feel', 'sick', 'stomach', 'idkk', 'whyy']",sadness
"['vinerinim', 'special', 'sau', 'probabil', 'un', 'alt', 'weekend', 'pierdut']",worry
"['count', 'hour', 'lose', 'sunshin', 'weekend']",neutral
"['justintevya', 'dude', 'saw', 'sf', 'pic', 'look', 'like', 'mini', 'excurs', 'pretti', 'kick', 'ass', 'didnt', 'see', 'sun', 'tho']",surprise
"['home', 'safe', 'hungri']",relief
"['hello_jodi', 'um', 'throw', 'jarewolf', 'van', 'yesterday', 'take', 'er']",sadness
"['get', 'final', 'tabl', 'butwent', 'third', 'dont', 'think', 'ill', 'get', 'free', 'seat']",worry
"['good', 'morn', 'work', 'morn', 'gut', 'lol', 'nevermind']",neutral
"['work', 'morn', 'friend', 'get', 'parti', 'upstupid', 'bberri', 'lite', 'flash', 'red', 'messag']",hate
"['fb', 'bore', 'wan', 'na', 'sing', 'right']",happiness
"['judyrey', 'link', 'doesnt', 'work']",sadness
"['deedubau', 'hahaha', 'dont', 'know', 'anyon', 'anyth', 'except', 'power', 'lol', 'live', 'bubbl']",neutral
"['humpalow', 'um', 'ya', 'think', 'cell', 'die']",worry
"['last', 'day', 'worksick', 'bone']",worry
"['feel', 'like', 'im', 'hous', 'arrest']",worry
"['love', 'like', 'wareasi', 'begin', 'hard', 'endfiuuhh']",neutral
"['heavenjon', 'ur', 'suppos', 'bk', 'tho']",surprise
"['cosmiclagoon', 'know', 'shortag', 'shell', 'crab', 'use', 'beach', 'due', 'beach', 'comber', 'sad']",worry
"['oh', 'nighti', 'night']",surprise
"['celldwel', 'must', 'new', 'music', 'wont', 'sleep', 'give', 'us', 'chapter', '1', 'might', 'die', 'first', 'though', 'hurri']",happiness
"['stupid', 'tooooth', 'hurt']",sadness
"['neyooffici', 'love', 'song', 'quottogetherquot', 'that', 'quothisquot', 'song', 'mewel', 'think', 'still']",love
"['readi', 'go', 'school']",neutral
"['turnitgrey', 'comput', 'break', 'break', 'laptop', 'use', 'phone', 'ahh', 'still', 'caus', 'fuck', 'order']",sadness
"['richard_g', 'good', 'isnt', 'holiday', 'chalet', 'sight', 'look', 'v', 'similar', 'one', 'go', 'home', 'today']",neutral
"['sad', 'economi', 'hear', 'anoth', 'friend', 'lose', 'job', 'sad', 'remind']",worry
"['jarekpastor', 'im', 'start', 'feel', 'realli', 'panicki', 'anxious', 'someth', 'bad', 'happen', 'cos', 'seem', 'like', 'age']",worry
"['dog', 'run', 'awayyy']",worry
"['all_is_one84', 'suck', 'bad']",hate
"['im', 'back', 'top', 'molar', 'extract', 'swell', 'face', 'numb', 'toothach', 'sinus', 'pain']",worry
"['finish', '8', 'hour', 'texa', 'life', 'insur', 'ce', 'tonight', '22', 'hour', 'go']",relief
"['anyon', 'know', 'good', 'rap', 'song', 'need', 'make', 'rapfun', 'cd', 'idea', 'helllllpppp']",worry
"['want', 'go', 'peru', 'summer', 'ahhhhhhh', 'hope', 'yesyesy', 'miss']",love
"['exortabreedol', 'happen', 'maid', 'quit']",empty
"['im', 'awak', 'anybodi', 'els', 'awak', 'wish', 'live', 'us', 'sinc', 'fun', 'happen', 'im', 'asleep']",sadness
"['charl', 'power', 'lol', 'damn', 'savemart', 'lose', 'power', 'could', 'buy', 'beer']",hate
"['penguin_j', 'heehe', 'love', 'tire']",sadness
"['mobil', 'phone', 'refus', 'charg', 'either', 'batteri', 'break', 'chargerrr', 'booooo']",worry
"['kirsten613', 'oh', 'wish', 'would', 'get', 'sign', 'someth', 'send', 'let', 'call', 'meet', 'someth']",worry
"['kimberly625', 'hmmm', 'think', 'u', 'sleep', 'bad', 'cant', 'see', 'video', 'tomorrow', 'night']",worry
"['morn', 'everyon', 'sorri', 'go', 'earli', 'last', 'night', 'bad', 'news', 'felt', 'total', 'crap', 'today', 'new', 'day']",sadness
"['go', 'beach', 'start', 'rain']",empty
"['wish', 'parent', 'put', 'chin', 'school', 'younger', 'itll', 'much', 'easier', 'get', 'job']",sadness
"['anthonyluca', 'iainfunnel', 'yeah', 'physic', 'move', 'appar', 'well', 'report', 'direct', 'mr', 'hayward']",relief
"['nayryelgiuq', 'airport', 'didnt', 'show', 'tonight', 'homo']",neutral
"['charloro', 'jealous', 'look', 'like', 'schindler', 'list', 'toronto']",worry
"['want', 'anoth', 'tatt']",enthusiasm
"['avalonabsinth', 'come', 'erock', 'leave', 'bah']",neutral
"['need', 'make', 'lot', 'money', 'tomorrow']",enthusiasm
"['joiskol', 'room', 'make', 'sad']",sadness
"['near', 'fell', 'asleep', 'jolt', 'bed', 'massiv', 'panic', 'attack', 'im', 'sure', 'sleep']",worry
"['gay', 'make', '200', 'tonight']",neutral
"['cocktailch', 'oh', 'fck', 'complet', 'forget', 'thirsti', 'thursday', 'oh', 'gaga', 'suck']",sadness
"['one', 'peopl', 'wrong', 'world', 'blame', 'peopl', 'great', 'world', 'live', 'shit']",sadness
"['mandyalwaysknw', 'nope', 'sleep', 'cuz', 'live', 'east', 'coast']",surprise
"['dravenreborn', 'bet', 'cool', 'sr', 'huh', 'havent', 'stop', 'sweat', 'sinc', 'noon', 'dad', 'pack']",neutral
"['meljachin', 'eww', 'dislik']",sadness
"['tactic', 'mistak', 'go', 'citi', 'librari', 'buy', 'milk', 'know', 'ouch', 'ouch', 'ouch', 'mayb', 'good', 'thing', 'didnt', 'tri', 'uni']",worry
"['decid', '2', 'tran', 'frm', 'relax', '2', 'natur', 'hair', 'wish', 'whole', 'head', 'look', 'like', 'root', 'age', 'instant', 'gratif']",neutral
"['suzydunkley', 'sorri', 'bout', 'cat']",sadness
"['need', 'increas', 'salari', 'httpplurkcompwxluu']",neutral
"['stomach', 'feel', 'like', 'touch', 'groundim', 'full']",worry
"['pug', 'wake', 'incred', 'sleep']",love
"['ddlovato', 'cant', 'wait', 'hear', 'new', 'album', 'im', 'sure', 'amazingpleas', 'replay', 'love', 'much']",love
"['sooo', 'much', 'work', 'littl', 'time']",worry
"['miss', 'iron', 'chef']",sadness
"['thevowel', 'ds', 'version', 'suck']",sadness
"['bad', 'day']",sadness
"['lilxamyx08', 'know', 'ridicul', 'never', 'get', 'hang', 'love', 'chicago', 'want', 'go', 'shop', 'trip', 'sound', 'like', 'fun']",enthusiasm
"['hate', 'net', 'ayaw', 'bumuka', 'ng', 'twitter', 'httpplurkcompwxlx']",hate
"['ugh', 'internet']",worry
"['omg', 'didnt', 'tweet', 'much', 'today', 'sad']",surprise
"['feel', 'giddi', 'wan', 'na', 'go', 'home']",worry
"['week', 'wasnt', 'without', 'adam', 'lambert', 'perform']",neutral
"['rockingjud', 'link', 'doesnt', 'work']",neutral
"['pack', 'last', 'day', 'youth', 'camp']",worry
"['gossip', 'girl', 'come', 'back', 'chaceeeeee']",neutral
"['smh', 'hiphop', 'nurseri', 'rhyme']",neutral
"['somebodi', 'pleas', 'save', 'polar', 'bear']",worry
"['pandamayhem', 'noooooooooooo', 'look', 'lot', 'pictur', 'lol', 'lol']",happiness
"['crazyballerina', 'realli', 'sleepi', 'bore', 'right', 'word', 'much', 'work']",surprise
"['come', 'attent', '16yo', 'friend', 'ive', 'recent', 'gain', 'ton', 'weight', 'didnt', 'know']",worry
"['guess', 'im', 'stay', 'home', 'tonightno', 'movi']",worry
"['go', 'cd', 'store', 'search', 'cd']",sadness
"['buzzedit', 'remind', 'weather', 'month', 'ago', 'horribl', 'hope', 'well', 'hug']",worry
"['miss', 'mom', 'quotmay', 'angel', 'lead', 'inquot']",sadness
"['there', 'realli', 'android', 'twitter', 'app', 'tweeti', 'calibr']",love
"['jacksonvill', 'beach', 'walk', 'cold', 'ass', 'water', 'work', 'morn', 'ili', 'ltgt']",hate
['taylor_d'],neutral
"['chocolover', 'feel', 'way', 'everi', 'day']",sadness
"['cant', 'sleep', 'suck', 'one', 'day', 'sleep', 'get', 'go', 'shop', 'mom', 'ugh']",sadness
"['crunchmonkey78', 'well', 'get', 'home', 'till', 'tmw', '530p', 'comcast', 'right', 'didnt', 'miss']",neutral
"['sleppytim', 'realli', 'miss', 'godfath', 'right', 'love', 'wayn']",sadness
"['headach', 'right', 'suck']",sadness
"['jaydz', 'hope', 'ya', 'sleepin', 'well', 'guy', 'still']",worry
"['finish', 'im', 'color', 'draw', 'come']",fun
"['jwray12', 'laker', 'babi', 'laker', 'ill', 'miss', 'game', 'tmwr', 'work', 'youll', 'keep', 'post', 'pleas']",sadness
"['comfort', 'food', 'day', 'pan', 'mee', 'though', 'didnt', 'tast', 'good']",sadness
"['damn', 'drink', 'hot', 'suck']",worry
"['miss', 'babi']",sadness
"['sleep', 'paperwork']",worry
"['shower', 'icecold', 'water', 'sweat', 'mean', 'one', 'thing', 'im', 'sick']",worry
"['midnight', 'cri', 'wish', 'person', 'want', 'want', 'right']",worry
"['mousebudden', 'ima', 'need', 'follow', 'real', 'quick', 'caus', 'cant', 'dm']",neutral
"['im', 'poor', 'cant', 'sleep']",sadness
"['go', 'pole', 'class', 'feel', 'discourag', 'hopeless', 'cone', 'danc', 'sexi', 'move', 'spread', 'leg']",worry
"['roasterboy', 'poor', 'unfortun', 'soul', 'dont', 'appear', 'pant', 'httpblipfm78qvz']",worry
"['damohopo', 'stephanieellen', 'tell', 'often', 'wash', 'hair', 'would', 'never', 'speak']",worry
"['look', 'like', 'anoth', 'sleepless', 'night', 'dedic', 'homework', 'sorri', 'advanc', 'ms', 'chapman']",worry
"['jessicaduncan', 'httptwitpiccom662vk', 'u', 'lot', 'mock']",worry
"['didnt', 'say', 'goodnight']",worry
"['abguerraartist', 'pussi', 'damnit', 'send', 'email', 'right', 'btw']",hate
"['work', 'tom']",sadness
"['hongkong', 'intern', 'airport', 'wait', '34', 'hour', 'next', 'flight', 'cebu']",neutral
"['cant', 'sleep', 'noth', 'tv']",neutral
"['pic', 'upload', 'babi', 'pic', 'cat', 'missi', 'adult', 'pretti', 'littl', 'kitti', 'batti', 'kitten', 'heaven']",love
"['kalliet', 'oh', 'youv', 'superseed', 'good', 'enough']",neutral
"['today', 'say', 'goodby', 'second', 'good', 'friend', 'week', 'dmp', 'least', 'sun', 'shin', 'im', 'defin', 'work', 'pm']",sadness
"['fuckinm', 'transtelecom']",anger
"['realli', 'realli', 'bore', 'guess', 'go', 'bed']",boredom
"['syo_of_the_dead', 'meet', 'stranger', '10', 'min', 'ago', 'stalk', 'store']",worry
"['modeltheani', 'tee', 'beefinwhat', 'u', 'suppos', 'leavin']",surprise
"['sometim', 'thing', 'say', 'hurt', 'one', 'love', 'unintent', 'never', 'ever', 'take', 'back', 'fix']",sadness
"['nickkk_', 'suck']",sadness
"['dorkydeanna', 'iiii', 'know', 'mean']",neutral
"['fever', 'dont', 'feel', 'work']",sadness
"['take', 'hors', 'pill', 'hope', 'get', 'sleep', 'tonight']",worry
"['busygod', 'pgpm', 'student', 'pgpm', 'student', '4', 'year', 'back', 'wish', 'could', 'stay', 'one']",neutral
"['miss', 'meldibiase6', 'day', 'cant', 'pass', 'quick', 'enough']",sadness
"['juliaiiivir', 'hey', 'that', 'school', 'hate', 'place']",hate
"['work', 'home', 'today', 'back', 'kill', 'doctor', 'physio', 'later', 'today']",sadness
"['back', 'work', 'distract']",neutral
"['ddlovato', 'demi', 'say', 'hi', 'enough', 'replay', 'pleas', 'love', 'much']",happiness
"['awwww', 'never', 'notic', 'httpbitlyrconp']",neutral
"['heavyhart', 'suck', 'well', 'state', 'start', 'tomorrow', 'im', 'headin', '2', 'bed', 'nitey', 'nite']",neutral
"['look', 'like', 'go', 'nice', 'work', 'today', 'annoy', 'choic']",worry
"['mygoldmask', 'guy', 'keep', 'set', 'list', 'forget', 'ask', 'one', 'xx']",neutral
"['first', 'impress', 'silverlight', 'sad', 'base', 'saw', 'today', 'quit', 'problemat']",neutral
"['desperat', 'hope', 'dad', 'take', 'vanessa', 'game']",worry
"['pb_and_jay', 'hi', 'fuck', 'job']",worry
"['miss', 'deepli']",sadness
"['time', 'go', 'bed', 'get', 'go', 'work']",neutral
"['mrssunshine96', 'big', 'vanessa', 'go', '3', 'septemb', 'go', 'fast', 'hard', 'cuz', 'im', 'workin', 'much', 'miss', 'alot']",happiness
"['ravel', 'sniff', 'sniff', 'take', 'care', 'ravel', 'hope', 'well', 'chat', 'soon', 'mean', 'time', 'ill', 'hella', 'miss']",sadness
"['miss_cheryl', 'lucki', 'want', 'teleport']",neutral
"['somebodi', 'pleas', 'save', 'polar', 'bear']",worry
"['nose', 'runni', 'head', 'pound', 'teeth', 'hurt', 'like', 'bitch', 'man', 'feel', 'aw']",worry
"['dont', 'want', 'leav']",sadness
"['headin', 'homerefresh', 'mind', 'soul', 'justa', 'lil', 'bitbac', 'realiti']",relief
"['good', 'lord', 'see', 'agenc', 'work', 'upcom', 'open', 'day', 'money', 'jam']",happiness
['wut'],empty
"['work', 'fridaaaayyyyy']",anger
"['grove', 'drag', 'hell', 'hope', 'doesnt', 'suck']",worry
"['nolaevol', 'feel', 'like', 'shit', 'say', 'happi', 'belat', 'birfdayi', 'im', 'month', 'late']",worry
"['kaliyahpjon', 'lmaothat', 'sad', 'kinda', 'discourag', '4rom', 'goin', 'shit', 'wack']",sadness
"['get', 'home', 'work', '945', 'finish', 'clean', 'need', 'eat', 'dinner', 'dont', 'know', 'want', 'ughoh', 'well', 'might', 'eat']",surprise
"['willynorthpol', 'wish']",sadness
"['miss', 'littl', 'batti', '3', 'month', 'old', 'get', 'sick', 'alway', 'fun', 'full', 'life', 'lt3', 'even', 'end']",sadness
"['fc', 'final', 'time', 'hate', 'keep', 'happen']",neutral
"['serious', 'bore', 'without', 'anyon', 'talk', 'tire', 'enough', 'sleep']",neutral
"['morn', 'hate', 'morn', 'offens']",sadness
"['keytar', 'still', 'give', 'comput', 'break', 'omg']",neutral
"['bed', 'bed', 'bed', 'samuelasand', 'never', 'answer', 'text', 'anymor', 'think', 'day', 'send', 'one', 'never', 'hear', 'back', 'sad', 'day']",sadness
['u'],neutral
"['brianshead', 'waah', 'longer', 'peep']",sadness
"['angelica_yo', 'lol', 'wow', 'dawg', 'doesnt', 'sound', 'like', 'your', 'play', 'feel', 'bad', 'haha']",sadness
"['extrem', 'deep']",surprise
"['littl', 'foster', 'kitten', 'get', 'bigchubba', 'winston', 'go', '2', 'b', 'miss', 'get', 'amaz', 'home']",happiness
"['one', 'week', 'till', 'exam', 'block']",enthusiasm
"['forever_yours13', 'im', 'home', 'cat', 'right']",neutral
"['hope', 'didnt', 'fail', 'english', 'would', 'sad']",worry
"['know', 'would', 'great', 'shoulder', 'stop', 'hurt', 'sleep', 'normal', 'wantne', 'solid', 'hour', 'good', 'sleep']",worry
"['leno', 'last', 'show', 'tonight', 'like', 'better', 'conan']",neutral
"['mariuslt', 'im', 'sorri', 'bad', 'drive', 'experi']",sadness
"['monpio', 'dont']",neutral
"['alreadi', 'miss', 'cmontecillo']",sadness
"['plan', 'may', 'chang', 'nooooooo']",hate
"['sister', 'douchebag']",hate
"['fiercebanana', 'there', 'relist', 'fee', 'dont', 'complet', 'sale', 'suck']",surprise
"['echeer', 'random']",neutral
"['know', 'shouldv', 'wear', 'sar', 'mask', 'plane', 'socal', 'feel', 'begin', 'sore', 'throat']",worry
